emp_no,first_name,last_name,salary,to_date,title
256701,Chikako,Veevers,40000,9999-01-01,Engineer
256701,Chikako,Veevers,40000,9999-01-01,Senior Engineer
256551,Jaewoo,Peroz,51903,9999-01-01,Senior Engineer
256702,Uli,Murrill,40000,9999-01-01,Senior Staff
256702,Uli,Murrill,40000,9999-01-01,Staff
256707,Breannda,Bain,78680,9999-01-01,Senior Staff
256751,Boutros,Morris,45303,9999-01-01,Assistant Engineer
256707,Breannda,Bain,78680,9999-01-01,Staff
256727,Marin,Glowinski,50335,9999-01-01,Senior Staff
256727,Marin,Glowinski,50335,9999-01-01,Staff
256728,Sajjan,Huxford,64478,9999-01-01,Senior Staff
256740,Marsal,Vanwelkenhuysen,40000,9999-01-01,Engineer
256740,Marsal,Vanwelkenhuysen,40000,9999-01-01,Senior Engineer
256751,Boutros,Morris,45303,9999-01-01,Engineer
256743,King,Bhattacharjee,40000,9999-01-01,Engineer
256764,Shirish,Merks,40000,9999-01-01,Senior Staff
256743,King,Bhattacharjee,40000,9999-01-01,Senior Engineer
256764,Shirish,Merks,40000,9999-01-01,Staff
256769,Shiv,Barbanera,85369,9999-01-01,Senior Staff
256769,Shiv,Barbanera,85369,9999-01-01,Staff
256772,Hiroyasu,Malinowski,55199,9999-01-01,Senior Staff
256772,Hiroyasu,Malinowski,55199,9999-01-01,Staff
256783,Gonzalo,Bail,66157,9999-01-01,Engineer
256852,Shir,Tanemo,61271,9999-01-01,Senior Staff
256852,Shir,Tanemo,61271,9999-01-01,Staff
256858,Fuqing,Strooper,40781,9999-01-01,Engineer
256858,Fuqing,Strooper,40781,9999-01-01,Senior Engineer
256792,Kerryn,Merli,93413,9999-01-01,Senior Staff
256863,Jahangir,Leonhardt,48703,9999-01-01,Engineer
256863,Jahangir,Leonhardt,48703,9999-01-01,Senior Engineer
256792,Kerryn,Merli,93413,9999-01-01,Staff
256874,Rimli,Takanami,40000,9999-01-01,Senior Staff
256874,Rimli,Takanami,40000,9999-01-01,Staff
256823,Divier,Bolsens,40000,9999-01-01,Assistant Engineer
256823,Divier,Bolsens,40000,9999-01-01,Engineer
256823,Divier,Bolsens,40000,9999-01-01,Senior Engineer
256916,Suebskul,Anido,55134,9999-01-01,Senior Engineer
256828,Wilmer,Ramaiah,40000,9999-01-01,Senior Staff
256919,Suebskul,Crouzet,40000,9999-01-01,Senior Staff
256919,Suebskul,Crouzet,40000,9999-01-01,Staff
256920,Martial,Salinas,40000,9999-01-01,Senior Staff
256834,Guozhong,Eickenmeyer,40000,9999-01-01,Technique Leader
256929,Gadiel,Anguita,50357,9999-01-01,Staff
256835,Ranga,Hofstetter,40000,9999-01-01,Engineer
256936,Maha,Redmiles,40000,9999-01-01,Engineer
256936,Maha,Redmiles,40000,9999-01-01,Senior Engineer
256835,Ranga,Hofstetter,40000,9999-01-01,Senior Engineer
256840,Bartek,Navazio,51810,9999-01-01,Senior Engineer
257051,Remzi,Norsworthy,78632,9999-01-01,Senior Staff
256956,Golgen,Unno,44349,9999-01-01,Senior Engineer
256961,Aksel,Farrar,56341,9999-01-01,Engineer
256961,Aksel,Farrar,56341,9999-01-01,Senior Engineer
257053,Nimmagadda,Emiris,68397,9999-01-01,Senior Staff
256969,Kazuhisa,Keohane,45605,9999-01-01,Assistant Engineer
256969,Kazuhisa,Keohane,45605,9999-01-01,Engineer
256969,Kazuhisa,Keohane,45605,9999-01-01,Senior Engineer
257053,Nimmagadda,Emiris,68397,9999-01-01,Staff
257073,Kagan,Schaar,40191,9999-01-01,Senior Staff
256993,Martijn,Laurillard,58729,9999-01-01,Engineer
257073,Kagan,Schaar,40191,9999-01-01,Staff
257004,Godehard,Lowrie,40000,9999-01-01,Engineer
257004,Godehard,Lowrie,40000,9999-01-01,Senior Engineer
257078,Boaz,Siepmann,40000,9999-01-01,Assistant Engineer
257009,Jasminko,Zschoche,66665,9999-01-01,Engineer
257009,Jasminko,Zschoche,66665,9999-01-01,Senior Engineer
257078,Boaz,Siepmann,40000,9999-01-01,Engineer
257017,Margo,Rousseau,47352,9999-01-01,Technique Leader
257086,Xiaocheng,Ghalwash,57585,9999-01-01,Engineer
257086,Xiaocheng,Ghalwash,57585,9999-01-01,Senior Engineer
257097,Sudharsan,Zielinski,40000,9999-01-01,Assistant Engineer
257097,Sudharsan,Zielinski,40000,9999-01-01,Engineer
257097,Sudharsan,Zielinski,40000,9999-01-01,Senior Engineer
257099,Nevin,Swan,49711,9999-01-01,Senior Staff
257103,Rildo,Fabrizio,40000,9999-01-01,Senior Staff
257103,Rildo,Fabrizio,40000,9999-01-01,Staff
257127,Itzchak,Camarinopoulos,40000,9999-01-01,Engineer
257152,Phillip,Rosenbaum,40000,9999-01-01,Engineer
257152,Phillip,Rosenbaum,40000,9999-01-01,Senior Engineer
257154,Kazuhiro,Vrecion,63408,9999-01-01,Senior Staff
257154,Kazuhiro,Vrecion,63408,9999-01-01,Staff
257127,Itzchak,Camarinopoulos,40000,9999-01-01,Senior Engineer
257133,Jenwei,Gill,40000,9999-01-01,Senior Staff
257133,Jenwei,Gill,40000,9999-01-01,Staff
257262,Geraldo,Cusworth,62316,9999-01-01,Engineer
257189,Arlette,Tischendorf,40000,9999-01-01,Senior Engineer
257200,Satosi,Cromarty,40000,9999-01-01,Senior Staff
257200,Satosi,Cromarty,40000,9999-01-01,Staff
257205,Menkae,Heydon,64166,9999-01-01,Senior Staff
257205,Menkae,Heydon,64166,9999-01-01,Staff
257209,Tamiya,Huhdanpaa,40000,9999-01-01,Assistant Engineer
257209,Tamiya,Huhdanpaa,40000,9999-01-01,Engineer
257217,Arco,Horswill,56645,9999-01-01,Senior Staff
257217,Arco,Horswill,56645,9999-01-01,Staff
257235,Serap,Suomi,41879,9999-01-01,Senior Engineer
257350,Kaijung,Bardell,61884,9999-01-01,Engineer
257350,Kaijung,Bardell,61884,9999-01-01,Senior Engineer
257357,Lidong,Gomatam,40000,9999-01-01,Senior Engineer
257360,Honglan,Otillio,106124,9999-01-01,Senior Staff
257360,Honglan,Otillio,106124,9999-01-01,Staff
257369,Prasadram,Nannarelli,54587,9999-01-01,Engineer
257369,Prasadram,Nannarelli,54587,9999-01-01,Senior Engineer
257376,Hyuncheol,Schwaller,53692,9999-01-01,Senior Staff
257264,Zhigen,Michaels,42573,9999-01-01,Senior Staff
257395,Yishay,Navazio,40000,9999-01-01,Senior Staff
257395,Yishay,Navazio,40000,9999-01-01,Staff
257269,Rimon,Collette,77486,9999-01-01,Senior Staff
257401,Steve,Scallan,40000,9999-01-01,Engineer
257401,Steve,Scallan,40000,9999-01-01,Senior Engineer
257269,Rimon,Collette,77486,9999-01-01,Staff
257407,Evgueni,Speer,49114,9999-01-01,Senior Staff
257270,Tomokazu,Muhlberg,40000,9999-01-01,Senior Engineer
257409,Yuuichi,Sanella,41864,9999-01-01,Engineer
257409,Yuuichi,Sanella,41864,9999-01-01,Senior Engineer
257274,Yagil,Perfilyeva,40000,9999-01-01,Engineer
257416,Elvis,Jullig,61486,9999-01-01,Engineer
257274,Yagil,Perfilyeva,40000,9999-01-01,Senior Engineer
257300,Nimmagadda,Taubenfeld,85537,9999-01-01,Senior Staff
257432,Honglan,Birjandi,43163,9999-01-01,Engineer
257432,Honglan,Birjandi,43163,9999-01-01,Senior Engineer
257435,Bangqing,Krybus,46317,9999-01-01,Senior Staff
257436,Arlette,Dahlbom,86745,9999-01-01,Senior Staff
257436,Arlette,Dahlbom,86745,9999-01-01,Staff
257437,Valery,Menyhert,40000,9999-01-01,Engineer
257300,Nimmagadda,Taubenfeld,85537,9999-01-01,Staff
257301,Zhenhua,Kampfer,79075,9999-01-01,Senior Staff
257302,Breannda,Steinauer,52753,9999-01-01,Senior Staff
257302,Breannda,Steinauer,52753,9999-01-01,Staff
257441,Munehiko,Maccarone,47954,9999-01-01,Assistant Engineer
257441,Munehiko,Maccarone,47954,9999-01-01,Engineer
257311,Bernardo,Cooke,66997,9999-01-01,Senior Staff
257441,Munehiko,Maccarone,47954,9999-01-01,Senior Engineer
257322,Kotesh,Veldwijk,40000,9999-01-01,Senior Staff
257455,Maris,Dratva,69277,9999-01-01,Senior Staff
257455,Maris,Dratva,69277,9999-01-01,Staff
257322,Kotesh,Veldwijk,40000,9999-01-01,Staff
257467,Jacqueline,Hofmeyr,64625,9999-01-01,Engineer
257467,Jacqueline,Hofmeyr,64625,9999-01-01,Senior Engineer
257340,Gina,Feldmann,40000,9999-01-01,Engineer
257485,JoAnne,Schade,74705,9999-01-01,Senior Staff
257485,JoAnne,Schade,74705,9999-01-01,Staff
257340,Gina,Feldmann,40000,9999-01-01,Senior Engineer
257498,Taiji,Bharadwaj,71520,9999-01-01,Senior Staff
257533,Suebskul,Brookner,40000,9999-01-01,Engineer
257498,Taiji,Bharadwaj,71520,9999-01-01,Staff
257501,Hilary,Bael,56813,9999-01-01,Staff
257505,Eran,Conta,66882,9999-01-01,Senior Staff
257505,Eran,Conta,66882,9999-01-01,Staff
257511,Younwoo,Luck,83214,9999-01-01,Senior Staff
257511,Younwoo,Luck,83214,9999-01-01,Staff
257517,Salvador,Speckmann,40000,9999-01-01,Engineer
257517,Salvador,Speckmann,40000,9999-01-01,Senior Engineer
257526,Lalit,Ferretti,40000,9999-01-01,Engineer
257533,Suebskul,Brookner,40000,9999-01-01,Senior Engineer
257537,Souichi,Segond,42323,9999-01-01,Engineer
257538,Marco,Bellmore,40000,9999-01-01,Engineer
257538,Marco,Bellmore,40000,9999-01-01,Senior Engineer
257565,Ymte,Heyers,40106,9999-01-01,Senior Engineer
257630,Jongsuk,Neiman,55060,9999-01-01,Senior Staff
257630,Jongsuk,Neiman,55060,9999-01-01,Staff
257578,Ramachenga,Mersereau,44674,9999-01-01,Senior Engineer
257640,Reinhard,Klyachko,40000,9999-01-01,Engineer
257640,Reinhard,Klyachko,40000,9999-01-01,Senior Engineer
257617,Hideyuki,Markovitch,67926,9999-01-01,Engineer
257652,Naftaly,Kirkerud,40000,9999-01-01,Senior Staff
257652,Naftaly,Kirkerud,40000,9999-01-01,Staff
257659,Danae,Kadhim,65660,9999-01-01,Senior Staff
257659,Danae,Kadhim,65660,9999-01-01,Staff
257665,Keiichiro,Gide,40000,9999-01-01,Staff
257667,Alagu,Dechter,40000,9999-01-01,Senior Staff
257667,Alagu,Dechter,40000,9999-01-01,Staff
257671,Rayond,Buescher,40000,9999-01-01,Senior Staff
257671,Rayond,Buescher,40000,9999-01-01,Staff
257677,Doowon,Bondorf,51596,9999-01-01,Senior Engineer
257685,Siamak,Szilard,40000,9999-01-01,Engineer
257685,Siamak,Szilard,40000,9999-01-01,Senior Engineer
257617,Hideyuki,Markovitch,67926,9999-01-01,Senior Engineer
257628,Luisa,Stille,56560,9999-01-01,Staff
257699,Gad,Zykh,51894,9999-01-01,Engineer
257699,Gad,Zykh,51894,9999-01-01,Senior Engineer
257705,Takushi,Jumpertz,64269,9999-01-01,Senior Staff
257705,Takushi,Jumpertz,64269,9999-01-01,Staff
257733,Adin,Toyoshima,57893,9999-01-01,Engineer
257733,Adin,Toyoshima,57893,9999-01-01,Senior Engineer
257740,Jaewon,Merkl,73959,9999-01-01,Senior Staff
257793,Mitsuyuki,Kalafatis,66402,9999-01-01,Assistant Engineer
257845,Uriel,Stafford,50502,9999-01-01,Engineer
257845,Uriel,Stafford,50502,9999-01-01,Senior Engineer
257860,Shahar,Gill,48065,9999-01-01,Engineer
257793,Mitsuyuki,Kalafatis,66402,9999-01-01,Engineer
257860,Shahar,Gill,48065,9999-01-01,Senior Engineer
257863,Zhiwei,Niizuma,59610,9999-01-01,Engineer
257793,Mitsuyuki,Kalafatis,66402,9999-01-01,Senior Engineer
257863,Zhiwei,Niizuma,59610,9999-01-01,Senior Engineer
257867,Masaki,Collette,47199,9999-01-01,Senior Staff
257797,Yongmin,Gecsei,54456,9999-01-01,Senior Staff
257797,Yongmin,Gecsei,54456,9999-01-01,Staff
257876,Kiam,Isard,44891,9999-01-01,Senior Staff
257876,Kiam,Isard,44891,9999-01-01,Staff
257798,Alselm,Samarati,40090,9999-01-01,Senior Engineer
257802,Josyula,Vieri,48837,9999-01-01,Engineer
257888,Zhensheng,Tiemann,41353,9999-01-01,Assistant Engineer
257888,Zhensheng,Tiemann,41353,9999-01-01,Engineer
257888,Zhensheng,Tiemann,41353,9999-01-01,Senior Engineer
257802,Josyula,Vieri,48837,9999-01-01,Senior Engineer
257907,Jacopo,Serdy,40000,9999-01-01,Senior Staff
257907,Jacopo,Serdy,40000,9999-01-01,Staff
257914,Garnet,Liedekerke,45712,9999-01-01,Senior Engineer
257915,Subir,Noriega,87774,9999-01-01,Senior Staff
257920,Marek,Fiebach,73779,9999-01-01,Senior Staff
257920,Marek,Fiebach,73779,9999-01-01,Staff
257934,Ziyad,Baja,50390,9999-01-01,Senior Engineer
257804,Peer,Conte,41900,9999-01-01,Senior Engineer
257953,Kwangyoen,Alencar,76071,9999-01-01,Senior Staff
257953,Kwangyoen,Alencar,76071,9999-01-01,Staff
257957,Ugo,Pramanik,40000,9999-01-01,Engineer
257957,Ugo,Pramanik,40000,9999-01-01,Senior Engineer
257817,Sanjay,Kaminger,65777,9999-01-01,Senior Engineer
257971,Hugo,Nivat,40000,9999-01-01,Senior Staff
257971,Hugo,Nivat,40000,9999-01-01,Staff
257828,Kristin,Iisaka,40000,9999-01-01,Senior Staff
257977,Marko,Goodrum,52849,9999-01-01,Senior Staff
257977,Marko,Goodrum,52849,9999-01-01,Staff
257982,Saeed,Zaccaria,51082,9999-01-01,Engineer
257988,Phule,Usdin,66819,9999-01-01,Assistant Engineer
257988,Phule,Usdin,66819,9999-01-01,Engineer
257988,Phule,Usdin,66819,9999-01-01,Senior Engineer
258041,Yuchang,Jeong,49890,9999-01-01,Engineer
257992,Kazuhito,Besancenot,46394,9999-01-01,Senior Staff
257992,Kazuhito,Besancenot,46394,9999-01-01,Staff
257993,Ronnie,Azulay,40000,9999-01-01,Engineer
257993,Ronnie,Azulay,40000,9999-01-01,Senior Engineer
258003,Abdelghani,Rubsam,67536,9999-01-01,Staff
258009,Renee,Flanders,40000,9999-01-01,Senior Engineer
258010,Boaz,Birch,44728,9999-01-01,Engineer
258010,Boaz,Birch,44728,9999-01-01,Senior Engineer
258041,Yuchang,Jeong,49890,9999-01-01,Senior Engineer
258054,Divier,Barinka,40000,9999-01-01,Engineer
258054,Divier,Barinka,40000,9999-01-01,Senior Engineer
258061,Elvis,Kakkar,43918,9999-01-01,Engineer
258122,Mabhin,Mamelak,40000,9999-01-01,Senior Engineer
258061,Elvis,Kakkar,43918,9999-01-01,Senior Engineer
258129,Doohun,Heping,40000,9999-01-01,Engineer
258129,Doohun,Heping,40000,9999-01-01,Senior Engineer
258071,Herbert,Jording,40000,9999-01-01,Senior Engineer
258132,Haldon,Speel,49605,9999-01-01,Staff
258140,Boutros,Georgakopoulos,58933,9999-01-01,Assistant Engineer
258140,Boutros,Georgakopoulos,58933,9999-01-01,Engineer
258140,Boutros,Georgakopoulos,58933,9999-01-01,Senior Engineer
258078,Hilary,Orlowski,88057,9999-01-01,Engineer
258153,Billie,Guting,40000,9999-01-01,Engineer
258153,Billie,Guting,40000,9999-01-01,Senior Engineer
258078,Hilary,Orlowski,88057,9999-01-01,Senior Engineer
258157,Tetsushi,Frijda,57812,9999-01-01,Engineer
258159,Ute,Wynblatt,40000,9999-01-01,Engineer
258084,Juichirou,Setia,54388,9999-01-01,Senior Staff
258159,Ute,Wynblatt,40000,9999-01-01,Senior Engineer
258168,Junsik,Pews,43727,9999-01-01,Engineer
258168,Junsik,Pews,43727,9999-01-01,Senior Engineer
258096,Shirish,Mitchem,59914,9999-01-01,Senior Staff
258176,Honesty,Hinsberger,42073,9999-01-01,Engineer
258096,Shirish,Mitchem,59914,9999-01-01,Staff
258187,Sanjay,Kitai,54328,9999-01-01,Engineer
258187,Sanjay,Kitai,54328,9999-01-01,Senior Engineer
258100,Pranas,Manderick,40000,9999-01-01,Engineer
258193,Shaz,Calkin,40960,9999-01-01,Senior Engineer
258100,Pranas,Manderick,40000,9999-01-01,Senior Engineer
258196,Adit,Lorys,63249,9999-01-01,Senior Staff
258197,Saeko,Ranka,56257,9999-01-01,Engineer
258197,Saeko,Ranka,56257,9999-01-01,Senior Engineer
258198,Oguz,Heinisuo,53321,9999-01-01,Engineer
258198,Oguz,Heinisuo,53321,9999-01-01,Senior Engineer
258102,Uinam,Ibel,62600,9999-01-01,Engineer
258203,Kazuhiro,Skogmar,44527,9999-01-01,Senior Engineer
258102,Uinam,Ibel,62600,9999-01-01,Senior Engineer
258205,Gill,Matteis,40000,9999-01-01,Technique Leader
258122,Mabhin,Mamelak,40000,9999-01-01,Engineer
258214,Sandeepan,Picaronny,55026,9999-01-01,Senior Staff
258214,Sandeepan,Picaronny,55026,9999-01-01,Staff
258216,Alper,Candan,66138,9999-01-01,Engineer
258216,Alper,Candan,66138,9999-01-01,Senior Engineer
258328,Peternela,Akiyama,40000,9999-01-01,Senior Staff
258230,Mokhtar,Ranon,52832,9999-01-01,Engineer
258328,Peternela,Akiyama,40000,9999-01-01,Staff
258230,Mokhtar,Ranon,52832,9999-01-01,Senior Engineer
258357,Ranan,Danecki,71913,9999-01-01,Senior Staff
258240,Sushant,Clouatre,79121,9999-01-01,Senior Staff
258240,Sushant,Clouatre,79121,9999-01-01,Staff
258256,Sahrah,Dayang,62652,9999-01-01,Engineer
258256,Sahrah,Dayang,62652,9999-01-01,Senior Engineer
258259,Xudong,Kuzuoka,40000,9999-01-01,Engineer
258259,Xudong,Kuzuoka,40000,9999-01-01,Senior Engineer
258357,Ranan,Danecki,71913,9999-01-01,Staff
258271,Mads,Peck,62848,9999-01-01,Engineer
258359,Saeed,Bresenham,66607,9999-01-01,Technique Leader
258271,Mads,Peck,62848,9999-01-01,Senior Engineer
258273,JoAnna,Maksimenko,61681,9999-01-01,Senior Staff
258273,JoAnna,Maksimenko,61681,9999-01-01,Staff
258371,Udi,Ciolek,82944,9999-01-01,Senior Staff
258371,Udi,Ciolek,82944,9999-01-01,Staff
258292,Bodo,Leivant,49669,9999-01-01,Senior Staff
258292,Bodo,Leivant,49669,9999-01-01,Staff
258375,Marlo,Demos,40000,9999-01-01,Senior Staff
258375,Marlo,Demos,40000,9999-01-01,Staff
258385,Tsz,Vesna,63714,9999-01-01,Senior Staff
258317,Martina,Ciolek,46176,9999-01-01,Staff
258318,Manibrata,Remmele,47253,9999-01-01,Engineer
258318,Manibrata,Remmele,47253,9999-01-01,Senior Engineer
258385,Tsz,Vesna,63714,9999-01-01,Staff
258386,Oscar,Ozeki,62143,9999-01-01,Engineer
258386,Oscar,Ozeki,62143,9999-01-01,Senior Engineer
258397,Diederik,Khasidashvili,64101,9999-01-01,Senior Staff
258397,Diederik,Khasidashvili,64101,9999-01-01,Staff
258398,Sangeeta,Lieblein,40000,9999-01-01,Senior Staff
258426,Rosalie,Klerer,40000,9999-01-01,Senior Staff
258426,Rosalie,Klerer,40000,9999-01-01,Staff
258399,Kendra,Journel,58089,9999-01-01,Engineer
258399,Kendra,Journel,58089,9999-01-01,Senior Engineer
258411,Mihalis,Tchuente,50337,9999-01-01,Technique Leader
258436,Sanjai,McClure,40700,9999-01-01,Engineer
258451,Nahla,Menhardt,57052,9999-01-01,Senior Staff
258457,TRUE,Gihr,80523,9999-01-01,Senior Staff
258457,TRUE,Gihr,80523,9999-01-01,Staff
258473,Abdulah,Hellwagner,44989,9999-01-01,Assistant Engineer
258473,Abdulah,Hellwagner,44989,9999-01-01,Engineer
258484,Arve,Minakawa,40000,9999-01-01,Senior Staff
258484,Arve,Minakawa,40000,9999-01-01,Staff
258487,Vidya,Vingron,57800,9999-01-01,Senior Staff
258487,Vidya,Vingron,57800,9999-01-01,Staff
258496,Serap,Zultner,52254,9999-01-01,Senior Staff
258496,Serap,Zultner,52254,9999-01-01,Staff
258500,Kristinn,Crabtree,56811,9999-01-01,Technique Leader
258501,Nadjib,Bach,45544,9999-01-01,Senior Staff
258501,Nadjib,Bach,45544,9999-01-01,Staff
258507,Nechama,Miculan,75914,9999-01-01,Senior Staff
258514,Lech,Thimonier,46694,9999-01-01,Engineer
258514,Lech,Thimonier,46694,9999-01-01,Senior Engineer
258521,Felicidad,Pintelas,93070,9999-01-01,Senior Staff
258521,Felicidad,Pintelas,93070,9999-01-01,Staff
258624,Dines,Swab,84313,9999-01-01,Senior Staff
258624,Dines,Swab,84313,9999-01-01,Staff
258627,Maris,Cools,70007,9999-01-01,Senior Staff
258548,Jouni,Bierman,61244,9999-01-01,Engineer
258548,Jouni,Bierman,61244,9999-01-01,Senior Engineer
258627,Maris,Cools,70007,9999-01-01,Staff
258554,Yonghong,Kossowski,40000,9999-01-01,Technique Leader
258629,Filipe,Yeung,41485,9999-01-01,Technique Leader
258555,Uwe,Nyrup,57841,9999-01-01,Engineer
258555,Uwe,Nyrup,57841,9999-01-01,Senior Engineer
258557,Kazuhisa,Pollacia,40000,9999-01-01,Engineer
258557,Kazuhisa,Pollacia,40000,9999-01-01,Senior Engineer
258632,Fei,Slaats,84957,9999-01-01,Senior Staff
258562,Sverrir,Schwabacher,67344,9999-01-01,Senior Staff
258562,Sverrir,Schwabacher,67344,9999-01-01,Staff
258632,Fei,Slaats,84957,9999-01-01,Staff
258568,Susumu,Masada,50486,9999-01-01,Engineer
258568,Susumu,Masada,50486,9999-01-01,Senior Engineer
258651,Oscar,Compeau,50171,9999-01-01,Technique Leader
258581,Fumitaka,Ariola,46215,9999-01-01,Senior Engineer
258587,Francoise,Emden,40000,9999-01-01,Engineer
258657,Denis,Choobineh,53853,9999-01-01,Engineer
258595,Sadun,Baumann,80161,9999-01-01,Senior Staff
258595,Sadun,Baumann,80161,9999-01-01,Staff
258599,Xiaocheng,Veccia,50933,9999-01-01,Senior Staff
258599,Xiaocheng,Veccia,50933,9999-01-01,Staff
258657,Denis,Choobineh,53853,9999-01-01,Senior Engineer
258604,Tsutomu,Rosaz,55370,9999-01-01,Senior Staff
258604,Tsutomu,Rosaz,55370,9999-01-01,Staff
258660,King,Zastre,40000,9999-01-01,Engineer
258609,Adit,Birge,40000,9999-01-01,Engineer
258609,Adit,Birge,40000,9999-01-01,Senior Engineer
258660,King,Zastre,40000,9999-01-01,Senior Engineer
258669,Zissis,Ghazalie,63384,9999-01-01,Assistant Engineer
258621,Arne,Aloia,43619,9999-01-01,Engineer
258621,Arne,Aloia,43619,9999-01-01,Senior Engineer
258669,Zissis,Ghazalie,63384,9999-01-01,Engineer
258669,Zissis,Ghazalie,63384,9999-01-01,Senior Engineer
258671,Weijing,Delgrossi,66571,9999-01-01,Senior Staff
258678,Uinam,Iisaka,53896,9999-01-01,Engineer
258678,Uinam,Iisaka,53896,9999-01-01,Senior Engineer
258680,Nakhoon,Kleiser,40278,9999-01-01,Technique Leader
258681,Weijing,Brobst,48742,9999-01-01,Technique Leader
258716,Shawna,Rabehasaina,74809,9999-01-01,Senior Staff
258739,Girolamo,Toyoshima,48194,9999-01-01,Engineer
258739,Girolamo,Toyoshima,48194,9999-01-01,Senior Engineer
258747,Shahaf,Candan,54958,9999-01-01,Senior Staff
258747,Shahaf,Candan,54958,9999-01-01,Staff
258752,Adil,Jervis,50527,9999-01-01,Senior Staff
258752,Adil,Jervis,50527,9999-01-01,Staff
258716,Shawna,Rabehasaina,74809,9999-01-01,Staff
258763,Xiadong,Peak,66328,9999-01-01,Engineer
258763,Xiadong,Peak,66328,9999-01-01,Senior Engineer
258822,Mizuhito,Pavlopoulou,40000,9999-01-01,Technique Leader
258786,Huiqun,Birsak,49751,9999-01-01,Engineer
258786,Huiqun,Birsak,49751,9999-01-01,Senior Engineer
258796,Badri,Hofstetter,89005,9999-01-01,Senior Staff
258796,Badri,Hofstetter,89005,9999-01-01,Staff
258800,Margareta,Shanbhogue,43292,9999-01-01,Engineer
258800,Margareta,Shanbhogue,43292,9999-01-01,Senior Engineer
258805,Masaru,Gulak,44039,9999-01-01,Engineer
258805,Masaru,Gulak,44039,9999-01-01,Senior Engineer
258810,Ziva,Sabnani,56744,9999-01-01,Senior Staff
258827,Zhiguo,Pusterhofer,70429,9999-01-01,Senior Staff
258831,Adil,Perin,64905,9999-01-01,Senior Staff
258831,Adil,Perin,64905,9999-01-01,Staff
258838,Zhensheng,Stanger,73682,9999-01-01,Senior Staff
258838,Zhensheng,Stanger,73682,9999-01-01,Staff
258848,Tooru,Suermann,52858,9999-01-01,Engineer
258924,Heekeun,Stiles,49342,9999-01-01,Engineer
258924,Heekeun,Stiles,49342,9999-01-01,Senior Engineer
258927,Fumiya,Kragelund,62580,9999-01-01,Senior Staff
258927,Fumiya,Kragelund,62580,9999-01-01,Staff
258848,Tooru,Suermann,52858,9999-01-01,Senior Engineer
258933,Danae,Karlin,52517,9999-01-01,Engineer
258933,Danae,Karlin,52517,9999-01-01,Senior Engineer
258850,Werner,Heuter,56477,9999-01-01,Senior Staff
258935,Moriyoshi,Harllee,40000,9999-01-01,Engineer
258935,Moriyoshi,Harllee,40000,9999-01-01,Senior Engineer
258850,Werner,Heuter,56477,9999-01-01,Staff
258938,Tse,Bugaenko,42332,9999-01-01,Engineer
258938,Tse,Bugaenko,42332,9999-01-01,Senior Engineer
258861,Sigeru,Aamodt,40000,9999-01-01,Assistant Engineer
258944,Froduald,Hatcliff,47424,9999-01-01,Assistant Engineer
258944,Froduald,Hatcliff,47424,9999-01-01,Engineer
258944,Froduald,Hatcliff,47424,9999-01-01,Senior Engineer
258955,Serenella,Pollock,107773,9999-01-01,Staff
258861,Sigeru,Aamodt,40000,9999-01-01,Engineer
258861,Sigeru,Aamodt,40000,9999-01-01,Senior Engineer
258963,Clyde,Riexinger,54239,9999-01-01,Senior Staff
258963,Clyde,Riexinger,54239,9999-01-01,Staff
258863,Elvia,Baig,40000,9999-01-01,Senior Staff
258968,Gil,Pokrovskii,74591,9999-01-01,Senior Staff
258969,Jungsoon,Brandsma,40000,9999-01-01,Senior Engineer
258973,Dulce,Zultner,44848,9999-01-01,Engineer
258973,Dulce,Zultner,44848,9999-01-01,Senior Engineer
258974,Jinpo,Pusterhofer,65771,9999-01-01,Senior Engineer
258981,Guther,Swist,56107,9999-01-01,Assistant Engineer
258981,Guther,Swist,56107,9999-01-01,Engineer
258992,Izaskun,Marakhovsky,57583,9999-01-01,Senior Staff
258996,Halsur,Boudaillier,40455,9999-01-01,Senior Staff
259002,Karlis,Cummings,74366,9999-01-01,Senior Staff
259002,Karlis,Cummings,74366,9999-01-01,Staff
259006,Sreekrishna,Neimat,63177,9999-01-01,Senior Engineer
259019,Paris,Bahl,51283,9999-01-01,Engineer
259019,Paris,Bahl,51283,9999-01-01,Senior Engineer
259021,Maris,Redmiles,67287,9999-01-01,Senior Staff
259021,Maris,Redmiles,67287,9999-01-01,Staff
258863,Elvia,Baig,40000,9999-01-01,Staff
258865,Marlo,Dichev,47178,9999-01-01,Senior Engineer
258867,Boguslaw,Berendt,40000,9999-01-01,Senior Engineer
258869,Valeska,Billawala,40000,9999-01-01,Engineer
259041,Christoper,Feldhoffer,53688,9999-01-01,Engineer
259041,Christoper,Feldhoffer,53688,9999-01-01,Senior Engineer
258869,Valeska,Billawala,40000,9999-01-01,Senior Engineer
259047,Subhada,Wilharm,55972,9999-01-01,Engineer
258878,Candido,Varker,40000,9999-01-01,Technique Leader
259052,Mads,Comellas,40000,9999-01-01,Senior Staff
259052,Mads,Comellas,40000,9999-01-01,Staff
259060,Chaoyi,Kornatzky,54098,9999-01-01,Senior Staff
259060,Chaoyi,Kornatzky,54098,9999-01-01,Staff
258901,King,Keirsey,40000,9999-01-01,Engineer
259062,Tetsurou,Scharstein,40000,9999-01-01,Engineer
259062,Tetsurou,Scharstein,40000,9999-01-01,Senior Engineer
